LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01000651,Bromley 020A,E09000006,Bromley,9.788,24779.000,8.000,0.069,21715.000,7.000,0.041,27555.000,9.000,2.014,30881.000,10.000,-1.152,29963.000,10.000,-0.932,28542.000,9.000,36.719,3320.000,2.000,17.403,17288.000,6.000
E01000652,Bromley 022B,E09000006,Bromley,6.271,29124.000,9.000,0.037,29296.000,9.000,0.029,30896.000,10.000,3.905,28642.000,9.000,-1.415,31400.000,10.000,-0.013,16890.000,6.000,25.694,10464.000,4.000,14.014,20099.000,7.000
E01000653,Bromley 016D,E09000006,Bromley,9.788,24777.000,8.000,0.048,26720.000,9.000,0.057,22418.000,7.000,3.599,29010.000,9.000,-0.593,24625.000,8.000,-0.628,25399.000,8.000,34.803,4171.000,2.000,11.051,22953.000,7.000
E01000654,Bromley 039A,E09000006,Bromley,7.920,27153.000,9.000,0.049,26402.000,9.000,0.038,28526.000,9.000,18.375,14855.000,5.000,-1.028,29051.000,9.000,-0.737,26661.000,9.000,25.516,10647.000,4.000,8.279,25874.000,8.000
E01000655,Bromley 039B,E09000006,Bromley,10.106,24376.000,8.000,0.047,26857.000,9.000,0.037,28669.000,9.000,18.763,14582.000,5.000,-1.195,30257.000,10.000,-0.346,21691.000,7.000,35.794,3728.000,2.000,6.358,27953.000,9.000
E01000656,Bromley 039C,E09000006,Bromley,6.820,28540.000,9.000,0.046,27019.000,9.000,0.040,27871.000,9.000,13.805,18327.000,6.000,-1.334,31032.000,10.000,0.015,16440.000,6.000,16.670,20845.000,7.000,9.626,24448.000,8.000
E01000657,Bromley 039D,E09000006,Bromley,12.177,21964.000,7.000,0.096,16881.000,6.000,0.066,19911.000,7.000,14.077,18103.000,6.000,-0.518,23664.000,8.000,0.023,16328.000,5.000,20.033,16609.000,6.000,8.588,25542.000,8.000
E01000658,Bromley 042A,E09000006,Bromley,6.924,28425.000,9.000,0.048,26718.000,9.000,0.048,25293.000,8.000,12.964,19078.000,6.000,-0.832,27309.000,9.000,-0.755,26829.000,9.000,20.191,16428.000,6.000,7.496,26727.000,9.000
E01000659,Bromley 039E,E09000006,Bromley,7.687,27441.000,9.000,0.050,26080.000,8.000,0.046,25894.000,8.000,13.743,18374.000,6.000,-1.119,29733.000,10.000,-0.373,22058.000,7.000,24.160,11977.000,4.000,5.450,28865.000,9.000
E01000661,Bromley 026A,E09000006,Bromley,37.586,5014.000,2.000,0.256,3764.000,2.000,0.146,6884.000,3.000,31.712,7916.000,3.000,0.197,13112.000,4.000,0.739,6066.000,2.000,47.291,663.000,1.000,15.091,19114.000,6.000
E01000662,Bromley 026B,E09000006,Bromley,18.168,15994.000,5.000,0.118,14000.000,5.000,0.084,15344.000,5.000,16.778,15980.000,5.000,-0.266,20121.000,7.000,0.088,15302.000,5.000,31.464,5983.000,2.000,15.422,18863.000,6.000
E01000663,Bromley 026C,E09000006,Bromley,17.592,16476.000,6.000,0.125,13067.000,4.000,0.091,14058.000,5.000,12.477,19515.000,6.000,-0.515,23625.000,8.000,-0.209,19764.000,7.000,34.357,4394.000,2.000,11.762,22217.000,7.000
E01000664,Bromley 026D,E09000006,Bromley,19.015,15225.000,5.000,0.100,16369.000,5.000,0.073,17918.000,6.000,15.782,16763.000,6.000,-0.486,23230.000,8.000,0.438,9935.000,4.000,42.084,1640.000,1.000,12.081,21913.000,7.000
E01000665,Bromley 033A,E09000006,Bromley,11.279,23013.000,8.000,0.066,22371.000,7.000,0.064,20378.000,7.000,11.570,20360.000,7.000,-1.190,30226.000,10.000,-0.280,20751.000,7.000,30.146,6858.000,3.000,13.303,20778.000,7.000
E01000666,Bromley 033B,E09000006,Bromley,5.577,29934.000,10.000,0.030,30752.000,10.000,0.030,30630.000,10.000,6.052,26114.000,8.000,-1.966,32579.000,10.000,-0.599,25066.000,8.000,29.012,7640.000,3.000,8.901,25211.000,8.000
E01000667,Bromley 033C,E09000006,Bromley,6.865,28484.000,9.000,0.029,31022.000,10.000,0.035,29281.000,9.000,5.326,26937.000,9.000,-1.554,31855.000,10.000,-0.536,24279.000,8.000,32.898,5139.000,2.000,11.787,22191.000,7.000
E01000668,Bromley 020B,E09000006,Bromley,11.493,22745.000,7.000,0.080,19463.000,6.000,0.049,25093.000,8.000,5.685,26517.000,9.000,-0.858,27566.000,9.000,0.234,12967.000,4.000,19.259,17559.000,6.000,31.968,7736.000,3.000
E01000669,Bromley 020C,E09000006,Bromley,8.753,26111.000,8.000,0.062,23234.000,8.000,0.052,23912.000,8.000,6.486,25620.000,8.000,-1.202,30294.000,10.000,-0.271,20628.000,7.000,19.408,17382.000,6.000,24.114,12342.000,4.000
E01000670,Bromley 018A,E09000006,Bromley,5.899,29576.000,10.000,0.038,29026.000,9.000,0.028,31079.000,10.000,0.891,32137.000,10.000,-2.043,32641.000,10.000,-0.548,24427.000,8.000,29.238,7482.000,3.000,15.881,18524.000,6.000
E01000671,Bromley 020D,E09000006,Bromley,10.594,23784.000,8.000,0.068,21835.000,7.000,0.053,23662.000,8.000,3.379,29281.000,9.000,-0.655,25406.000,8.000,-0.351,21760.000,7.000,29.784,7118.000,3.000,20.578,14838.000,5.000
E01000672,Bromley 011A,E09000006,Bromley,7.586,27582.000,9.000,0.048,26745.000,9.000,0.039,28233.000,9.000,3.583,29028.000,9.000,-0.807,27069.000,9.000,-0.089,17959.000,6.000,26.161,10032.000,4.000,14.228,19922.000,7.000
E01000673,Bromley 011B,E09000006,Bromley,8.286,26712.000,9.000,0.052,25665.000,8.000,0.044,26718.000,9.000,3.965,28577.000,9.000,-1.099,29590.000,10.000,-0.475,23433.000,8.000,30.468,6631.000,3.000,15.860,18540.000,6.000
E01000674,Bromley 008A,E09000006,Bromley,12.232,21905.000,7.000,0.106,15480.000,5.000,0.057,22292.000,7.000,4.842,27494.000,9.000,-0.765,26624.000,9.000,-0.054,17493.000,6.000,26.147,10045.000,4.000,18.531,16411.000,5.000
E01000675,Bromley 018B,E09000006,Bromley,10.154,24305.000,8.000,0.062,23329.000,8.000,0.053,23646.000,8.000,1.581,31355.000,10.000,-1.481,31638.000,10.000,0.165,14086.000,5.000,25.504,10657.000,4.000,26.866,10641.000,4.000
E01000676,Bromley 008B,E09000006,Bromley,20.773,13716.000,5.000,0.142,11310.000,4.000,0.090,14310.000,5.000,7.182,24838.000,8.000,-0.309,20785.000,7.000,0.615,7521.000,3.000,29.897,7038.000,3.000,29.352,9179.000,3.000
E01000677,Bromley 018C,E09000006,Bromley,13.342,20694.000,7.000,0.055,24934.000,8.000,0.033,30002.000,10.000,3.590,29018.000,9.000,-1.256,30641.000,10.000,0.944,3989.000,2.000,32.079,5602.000,2.000,31.302,8104.000,3.000
E01000678,Bromley 016E,E09000006,Bromley,8.932,25871.000,8.000,0.056,24606.000,8.000,0.047,25547.000,8.000,3.506,29123.000,9.000,-1.183,30190.000,10.000,-0.806,27359.000,9.000,31.369,6038.000,2.000,20.554,14863.000,5.000
E01000679,Bromley 020E,E09000006,Bromley,8.841,25999.000,8.000,0.049,26484.000,9.000,0.042,27429.000,9.000,5.647,26561.000,9.000,-0.876,27775.000,9.000,-0.111,18295.000,6.000,20.543,16009.000,5.000,31.397,8058.000,3.000
E01000680,Bromley 037A,E09000006,Bromley,9.169,25580.000,8.000,0.039,28819.000,9.000,0.034,29577.000,10.000,6.699,25371.000,8.000,-1.287,30792.000,10.000,-0.218,19882.000,7.000,37.116,3164.000,1.000,15.369,18898.000,6.000
E01000681,Bromley 035A,E09000006,Bromley,2.655,32415.000,10.000,0.014,32622.000,10.000,0.019,32308.000,10.000,4.971,27331.000,9.000,-1.722,32252.000,10.000,-1.015,29216.000,9.000,17.293,20064.000,7.000,9.747,24311.000,8.000
E01000682,Bromley 035B,E09000006,Bromley,4.327,31181.000,10.000,0.029,30912.000,10.000,0.030,30712.000,10.000,4.490,27923.000,9.000,-0.837,27366.000,9.000,-0.865,27933.000,9.000,19.226,17591.000,6.000,13.320,20761.000,7.000
E01000683,Bromley 035C,E09000006,Bromley,12.312,21817.000,7.000,0.077,20114.000,7.000,0.076,17137.000,6.000,7.182,24837.000,8.000,-0.725,26178.000,8.000,-1.035,29385.000,9.000,30.164,6843.000,3.000,18.692,16274.000,5.000
E01000684,Bromley 035D,E09000006,Bromley,3.543,31879.000,10.000,0.022,32061.000,10.000,0.027,31313.000,10.000,2.820,29957.000,10.000,-1.699,32215.000,10.000,-1.620,32110.000,10.000,25.053,11057.000,4.000,8.390,25767.000,8.000
E01000685,Bromley 037B,E09000006,Bromley,12.631,21456.000,7.000,0.096,16886.000,6.000,0.080,16212.000,5.000,14.175,18008.000,6.000,-0.540,23918.000,8.000,-0.266,20561.000,7.000,18.592,18372.000,6.000,9.988,24067.000,8.000
E01000686,Bromley 037C,E09000006,Bromley,7.290,27949.000,9.000,0.070,21407.000,7.000,0.043,26859.000,9.000,4.859,27474.000,9.000,-1.376,31244.000,10.000,-0.668,25843.000,8.000,22.926,13289.000,5.000,13.504,20581.000,7.000
E01000687,Bromley 037D,E09000006,Bromley,6.541,28847.000,9.000,0.064,22787.000,7.000,0.042,27232.000,9.000,4.928,27385.000,9.000,-1.022,28992.000,9.000,-0.933,28544.000,9.000,17.999,19131.000,6.000,17.435,17262.000,6.000
E01000688,Bromley 037E,E09000006,Bromley,2.568,32463.000,10.000,0.028,31116.000,10.000,0.024,31792.000,10.000,2.222,30632.000,10.000,-1.452,31549.000,10.000,-0.661,25773.000,8.000,15.104,22855.000,7.000,8.404,25745.000,8.000
E01000689,Bromley 002A,E09000006,Bromley,21.750,12957.000,4.000,0.144,11019.000,4.000,0.103,12010.000,4.000,15.501,16977.000,6.000,0.044,15332.000,5.000,0.099,15140.000,5.000,33.960,4587.000,2.000,15.039,19163.000,6.000
E01000690,Bromley 002B,E09000006,Bromley,7.176,28098.000,9.000,0.042,28005.000,9.000,0.035,29263.000,9.000,4.034,28491.000,9.000,-1.367,31200.000,10.000,0.518,8816.000,3.000,20.212,16404.000,5.000,13.506,20578.000,7.000
E01000691,Bromley 002C,E09000006,Bromley,13.121,20929.000,7.000,0.114,14435.000,5.000,0.073,18061.000,6.000,11.407,20516.000,7.000,-0.679,25706.000,8.000,-0.314,21242.000,7.000,21.036,15460.000,5.000,16.098,18336.000,6.000
E01000692,Bromley 002D,E09000006,Bromley,6.716,28643.000,9.000,0.051,25972.000,8.000,0.031,30294.000,10.000,4.654,27723.000,9.000,-1.168,30088.000,10.000,-0.038,17270.000,6.000,17.803,19407.000,6.000,22.467,13507.000,5.000
E01000693,Bromley 010A,E09000006,Bromley,11.702,22520.000,7.000,0.044,27710.000,9.000,0.044,26643.000,9.000,4.516,27887.000,9.000,-1.153,29965.000,10.000,0.369,10896.000,4.000,37.659,2953.000,1.000,21.794,13984.000,5.000
E01000694,Bromley 007C,E09000006,Bromley,7.762,27349.000,9.000,0.057,24558.000,8.000,0.048,25287.000,8.000,3.536,29088.000,9.000,-1.534,31796.000,10.000,-0.242,20220.000,7.000,26.788,9471.000,3.000,12.181,21810.000,7.000
E01000695,Bromley 007D,E09000006,Bromley,7.554,27622.000,9.000,0.044,27726.000,9.000,0.037,28642.000,9.000,2.897,29860.000,10.000,-1.806,32387.000,10.000,0.187,13722.000,5.000,25.709,10449.000,4.000,18.309,16575.000,6.000
E01000696,Bromley 007E,E09000006,Bromley,7.310,27929.000,9.000,0.024,31679.000,10.000,0.026,31374.000,10.000,0.792,32251.000,10.000,-1.647,32101.000,10.000,0.603,7708.000,3.000,27.035,9240.000,3.000,14.813,19381.000,6.000
E01000697,Bromley 007F,E09000006,Bromley,3.492,31919.000,10.000,0.022,32003.000,10.000,0.016,32554.000,10.000,0.544,32487.000,10.000,-1.640,32084.000,10.000,-1.199,30451.000,10.000,24.506,11621.000,4.000,12.336,21665.000,7.000
E01000698,Bromley 010B,E09000006,Bromley,14.009,19941.000,7.000,0.034,30002.000,10.000,0.038,28363.000,9.000,5.447,26782.000,9.000,-1.303,30873.000,10.000,1.250,1974.000,1.000,40.967,1940.000,1.000,10.607,23428.000,8.000
E01000699,Bromley 015A,E09000006,Bromley,20.128,14234.000,5.000,0.140,11486.000,4.000,0.090,14358.000,5.000,17.843,15246.000,5.000,-0.219,19417.000,6.000,0.157,14203.000,5.000,25.725,10433.000,4.000,28.272,9801.000,3.000
E01000700,Bromley 013A,E09000006,Bromley,13.730,20231.000,7.000,0.093,17381.000,6.000,0.079,16634.000,6.000,7.351,24649.000,8.000,-0.666,25539.000,8.000,-0.314,21244.000,7.000,24.585,11547.000,4.000,26.312,10983.000,4.000
E01000701,Bromley 015B,E09000006,Bromley,12.788,21278.000,7.000,0.100,16326.000,5.000,0.067,19667.000,6.000,6.041,26125.000,8.000,-0.749,26453.000,9.000,-0.539,24320.000,8.000,23.007,13201.000,5.000,29.878,8886.000,3.000
E01000702,Bromley 013B,E09000006,Bromley,10.113,24366.000,8.000,0.054,25086.000,8.000,0.046,26069.000,8.000,3.842,28721.000,9.000,-0.765,26628.000,9.000,-0.229,20044.000,7.000,24.565,11565.000,4.000,33.925,6729.000,3.000
E01000703,Bromley 013C,E09000006,Bromley,10.469,23918.000,8.000,0.058,24308.000,8.000,0.046,25897.000,8.000,1.038,31982.000,10.000,-1.123,29755.000,10.000,0.059,15753.000,5.000,23.123,13078.000,4.000,37.905,5026.000,2.000
E01000704,Bromley 015C,E09000006,Bromley,10.323,24111.000,8.000,0.067,22246.000,7.000,0.052,23931.000,8.000,7.533,24444.000,8.000,-1.049,29210.000,9.000,0.089,15285.000,5.000,20.616,15928.000,5.000,26.735,10720.000,4.000
E01000705,Bromley 015D,E09000006,Bromley,16.348,17604.000,6.000,0.103,15909.000,5.000,0.085,15229.000,5.000,4.872,27459.000,9.000,-0.904,28008.000,9.000,0.181,13837.000,5.000,28.845,7773.000,3.000,31.404,8055.000,3.000
E01000706,Bromley 013D,E09000006,Bromley,16.599,17373.000,6.000,0.106,15552.000,5.000,0.079,16628.000,6.000,10.429,21427.000,7.000,-0.665,25524.000,8.000,0.105,15053.000,5.000,30.076,6922.000,3.000,27.252,10389.000,4.000
E01000707,Bromley 041A,E09000006,Bromley,3.318,32027.000,10.000,0.024,31733.000,10.000,0.028,30974.000,10.000,1.970,30923.000,10.000,-1.831,32436.000,10.000,-0.758,26874.000,9.000,9.861,28729.000,9.000,22.939,13168.000,5.000
E01000708,Bromley 041B,E09000006,Bromley,7.865,27232.000,9.000,0.049,26412.000,9.000,0.047,25782.000,8.000,4.864,27469.000,9.000,-0.903,28005.000,9.000,-0.168,19172.000,6.000,20.706,15830.000,5.000,22.097,13784.000,5.000
E01000709,Bromley 006A,E09000006,Bromley,16.171,17782.000,6.000,0.105,15610.000,5.000,0.080,16410.000,5.000,9.424,22448.000,7.000,-0.101,17588.000,6.000,-0.432,22863.000,7.000,31.908,5713.000,2.000,18.199,16658.000,6.000
E01000710,Bromley 006B,E09000006,Bromley,10.333,24099.000,8.000,0.066,22339.000,7.000,0.035,29282.000,9.000,3.489,29146.000,9.000,-1.316,30932.000,10.000,0.442,9883.000,4.000,31.060,6238.000,2.000,16.767,17783.000,6.000
E01000711,Bromley 006C,E09000006,Bromley,11.785,22423.000,7.000,0.073,20929.000,7.000,0.043,27013.000,9.000,8.969,22890.000,7.000,-1.444,31518.000,10.000,0.279,12257.000,4.000,33.960,4588.000,2.000,15.273,18971.000,6.000
E01000712,Bromley 012A,E09000006,Bromley,7.002,28325.000,9.000,0.040,28634.000,9.000,0.030,30734.000,10.000,3.032,29692.000,10.000,-1.883,32500.000,10.000,0.280,12240.000,4.000,26.890,9378.000,3.000,13.060,20991.000,7.000
E01000713,Bromley 012B,E09000006,Bromley,8.117,26931.000,9.000,0.043,27862.000,9.000,0.040,27784.000,9.000,3.183,29530.000,9.000,-1.301,30862.000,10.000,-0.074,17758.000,6.000,31.677,5854.000,2.000,14.207,19939.000,7.000
E01000714,Bromley 006D,E09000006,Bromley,9.987,24549.000,8.000,0.064,22867.000,7.000,0.043,26974.000,9.000,7.873,24073.000,8.000,-1.493,31679.000,10.000,0.352,11143.000,4.000,24.076,12055.000,4.000,21.135,14455.000,5.000
E01000715,Bromley 012C,E09000006,Bromley,6.570,28816.000,9.000,0.041,28283.000,9.000,0.038,28519.000,9.000,1.911,30994.000,10.000,-0.974,28607.000,9.000,-0.017,16942.000,6.000,21.095,15388.000,5.000,19.004,16039.000,5.000
E01000716,Bromley 011C,E09000006,Bromley,7.530,27657.000,9.000,0.066,22448.000,7.000,0.046,26115.000,8.000,1.618,31307.000,10.000,-0.924,28177.000,9.000,-0.498,23773.000,8.000,24.673,11460.000,4.000,12.843,21182.000,7.000
E01000717,Bromley 011D,E09000006,Bromley,8.436,26511.000,9.000,0.060,23743.000,8.000,0.042,27144.000,9.000,2.838,29937.000,10.000,-1.554,31857.000,10.000,-0.640,25532.000,8.000,31.176,6174.000,2.000,18.385,16525.000,6.000
E01000718,Bromley 006E,E09000006,Bromley,27.328,9395.000,3.000,0.175,8372.000,3.000,0.112,10745.000,4.000,16.831,15940.000,5.000,-0.622,24973.000,8.000,0.130,14658.000,5.000,45.210,1026.000,1.000,34.553,6447.000,2.000
E01000719,Bromley 019A,E09000006,Bromley,25.428,10496.000,4.000,0.171,8678.000,3.000,0.100,12584.000,4.000,22.042,12511.000,4.000,0.136,13931.000,5.000,0.699,6513.000,2.000,30.158,6847.000,3.000,21.126,14465.000,5.000
E01000720,Bromley 019B,E09000006,Bromley,43.281,3404.000,2.000,0.282,2798.000,1.000,0.159,5812.000,2.000,38.949,5647.000,2.000,0.131,14017.000,5.000,1.099,2812.000,1.000,48.836,469.000,1.000,23.439,12823.000,4.000
E01000721,Bromley 019C,E09000006,Bromley,43.217,3421.000,2.000,0.301,2169.000,1.000,0.185,3998.000,2.000,41.198,5084.000,2.000,0.563,8362.000,3.000,1.103,2782.000,1.000,31.599,5911.000,2.000,17.088,17506.000,6.000
E01000722,Bromley 023A,E09000006,Bromley,23.575,11642.000,4.000,0.156,9999.000,4.000,0.103,12012.000,4.000,26.349,10132.000,4.000,-0.098,17537.000,6.000,0.728,6205.000,2.000,20.289,16313.000,5.000,24.443,12128.000,4.000
E01000723,Bromley 029A,E09000006,Bromley,13.714,20244.000,7.000,0.068,21998.000,7.000,0.069,18975.000,6.000,20.572,13418.000,5.000,-0.759,26567.000,9.000,0.088,15310.000,5.000,29.350,7400.000,3.000,11.657,22315.000,7.000
E01000724,Bromley 019D,E09000006,Bromley,36.128,5486.000,2.000,0.231,4917.000,2.000,0.149,6702.000,3.000,37.704,5991.000,2.000,0.384,10542.000,4.000,1.020,3368.000,2.000,36.320,3495.000,2.000,12.903,21142.000,7.000
E01000725,Bromley 023B,E09000006,Bromley,27.914,9089.000,3.000,0.191,7244.000,3.000,0.115,10301.000,4.000,23.314,11720.000,4.000,0.045,15318.000,5.000,0.687,6649.000,3.000,30.825,6401.000,2.000,26.554,10834.000,4.000
E01000726,Bromley 029B,E09000006,Bromley,16.178,17771.000,6.000,0.089,17999.000,6.000,0.077,16898.000,6.000,12.719,19294.000,6.000,-0.746,26423.000,9.000,1.035,3258.000,1.000,20.199,16420.000,5.000,16.807,17750.000,6.000
E01000727,Bromley 028A,E09000006,Bromley,14.486,19463.000,6.000,0.096,16973.000,6.000,0.067,19650.000,6.000,12.719,19293.000,6.000,-0.745,26408.000,9.000,0.135,14567.000,5.000,26.851,9417.000,3.000,22.961,13150.000,5.000
E01000728,Bromley 019E,E09000006,Bromley,21.443,13215.000,5.000,0.126,13041.000,4.000,0.100,12488.000,4.000,23.681,11508.000,4.000,-0.541,23947.000,8.000,0.772,5716.000,2.000,28.573,7985.000,3.000,15.388,18886.000,6.000
E01000729,Bromley 014A,E09000006,Bromley,40.937,3993.000,2.000,0.276,2982.000,1.000,0.192,3589.000,2.000,37.926,5928.000,2.000,0.550,8514.000,3.000,1.005,3484.000,2.000,30.032,6947.000,3.000,15.740,18640.000,6.000
E01000730,Bromley 014B,E09000006,Bromley,41.800,3782.000,2.000,0.287,2654.000,1.000,0.189,3759.000,2.000,36.726,6254.000,2.000,0.435,9880.000,4.000,0.815,5257.000,2.000,39.288,2406.000,1.000,14.675,19501.000,6.000
E01000731,Bromley 023C,E09000006,Bromley,29.743,8144.000,3.000,0.185,7675.000,3.000,0.120,9636.000,3.000,30.094,8521.000,3.000,-0.259,20005.000,7.000,0.757,5862.000,2.000,40.926,1953.000,1.000,18.480,16446.000,6.000
E01000732,Bromley 023D,E09000006,Bromley,14.361,19583.000,6.000,0.104,15759.000,5.000,0.078,16878.000,6.000,11.339,20576.000,7.000,-0.742,26380.000,9.000,0.006,16578.000,6.000,27.230,9051.000,3.000,13.971,20136.000,7.000
E01000733,Bromley 023E,E09000006,Bromley,19.956,14387.000,5.000,0.146,10855.000,4.000,0.093,13737.000,5.000,18.120,15059.000,5.000,-0.598,24684.000,8.000,0.552,8377.000,3.000,23.401,12759.000,4.000,22.537,13453.000,5.000
E01000734,Bromley 028B,E09000006,Bromley,11.971,22209.000,7.000,0.082,19251.000,6.000,0.061,21152.000,7.000,11.502,20413.000,7.000,-0.915,28105.000,9.000,-0.420,22695.000,7.000,29.127,7557.000,3.000,16.353,18100.000,6.000
E01000735,Bromley 014C,E09000006,Bromley,30.057,8001.000,3.000,0.181,7954.000,3.000,0.126,8939.000,3.000,39.513,5487.000,2.000,0.002,15981.000,5.000,0.696,6553.000,2.000,31.314,6080.000,2.000,23.511,12776.000,4.000
E01000736,Bromley 010C,E09000006,Bromley,21.883,12857.000,4.000,0.151,10416.000,4.000,0.107,11449.000,4.000,25.394,10618.000,4.000,-0.487,23242.000,8.000,0.231,13007.000,4.000,29.127,7556.000,3.000,16.629,17884.000,6.000
E01000737,Bromley 010D,E09000006,Bromley,32.209,7000.000,3.000,0.221,5493.000,2.000,0.145,7025.000,3.000,23.693,11501.000,4.000,0.146,13780.000,5.000,0.967,3786.000,2.000,32.710,5255.000,2.000,19.052,16001.000,5.000
E01000738,Bromley 014D,E09000006,Bromley,20.161,14203.000,5.000,0.117,14072.000,5.000,0.089,14442.000,5.000,18.316,14904.000,5.000,-0.324,21039.000,7.000,0.893,4452.000,2.000,24.607,11523.000,4.000,20.281,15072.000,5.000
E01000739,Bromley 014E,E09000006,Bromley,42.448,3608.000,2.000,0.283,2777.000,1.000,0.184,4077.000,2.000,43.511,4522.000,2.000,0.238,12537.000,4.000,1.455,1192.000,1.000,31.223,6144.000,2.000,16.047,18380.000,6.000
E01000740,Bromley 005A,E09000006,Bromley,25.699,10368.000,4.000,0.162,9485.000,3.000,0.090,14230.000,5.000,11.122,20780.000,7.000,-0.252,19895.000,7.000,1.158,2473.000,1.000,38.502,2659.000,1.000,23.356,12880.000,4.000
E01000741,Bromley 005B,E09000006,Bromley,24.882,10835.000,4.000,0.151,10393.000,4.000,0.106,11570.000,4.000,11.966,19966.000,7.000,0.225,12709.000,4.000,0.396,10510.000,4.000,37.051,3182.000,1.000,26.000,11158.000,4.000
E01000742,Bromley 005C,E09000006,Bromley,23.251,11887.000,4.000,0.160,9668.000,3.000,0.092,13961.000,5.000,8.838,23035.000,8.000,-0.561,24191.000,8.000,0.489,9218.000,3.000,39.099,2454.000,1.000,30.759,8381.000,3.000
E01000743,Bromley 009A,E09000006,Bromley,34.812,5959.000,2.000,0.223,5352.000,2.000,0.171,4950.000,2.000,20.590,13403.000,5.000,0.455,9653.000,3.000,0.860,4796.000,2.000,34.118,4515.000,2.000,22.414,13555.000,5.000
E01000744,Bromley 009B,E09000006,Bromley,41.713,3807.000,2.000,0.301,2178.000,1.000,0.196,3377.000,2.000,29.492,8787.000,3.000,0.584,8125.000,3.000,0.511,8927.000,3.000,38.555,2641.000,1.000,16.883,17688.000,6.000
E01000745,Bromley 005D,E09000006,Bromley,19.473,14848.000,5.000,0.126,12939.000,4.000,0.078,16673.000,6.000,5.509,26705.000,9.000,-0.541,23948.000,8.000,0.537,8577.000,3.000,39.568,2333.000,1.000,19.876,15383.000,5.000
E01000746,Bromley 005E,E09000006,Bromley,17.480,16568.000,6.000,0.115,14355.000,5.000,0.066,19967.000,7.000,10.560,21300.000,7.000,-0.735,26305.000,9.000,0.515,8870.000,3.000,32.942,5113.000,2.000,25.356,11549.000,4.000
E01000747,Bromley 042B,E09000006,Bromley,20.247,14131.000,5.000,0.090,17926.000,6.000,0.063,20596.000,7.000,17.091,15748.000,5.000,-0.819,27196.000,9.000,-0.080,17845.000,6.000,54.288,78.000,1.000,21.382,14278.000,5.000
E01000748,Bromley 042C,E09000006,Bromley,12.664,21419.000,7.000,0.037,29393.000,9.000,0.037,28847.000,9.000,12.772,19236.000,6.000,-1.401,31343.000,10.000,-0.294,20956.000,7.000,45.766,926.000,1.000,22.504,13473.000,5.000
E01000749,Bromley 036A,E09000006,Bromley,11.329,22952.000,7.000,0.050,26174.000,8.000,0.040,27853.000,9.000,8.842,23032.000,8.000,-1.224,30448.000,10.000,-0.128,18554.000,6.000,42.721,1485.000,1.000,10.532,23506.000,8.000
E01000750,Bromley 036B,E09000006,Bromley,30.702,7689.000,3.000,0.201,6604.000,3.000,0.167,5166.000,2.000,29.238,8883.000,3.000,-0.234,19633.000,6.000,-0.557,24540.000,8.000,45.523,965.000,1.000,8.361,25801.000,8.000
E01000751,Bromley 036C,E09000006,Bromley,6.681,28683.000,9.000,0.042,28198.000,9.000,0.036,29061.000,9.000,8.205,23730.000,8.000,-0.945,28364.000,9.000,-0.186,19431.000,6.000,24.783,11336.000,4.000,8.338,25821.000,8.000
E01000752,Bromley 036D,E09000006,Bromley,8.395,26565.000,9.000,0.058,24283.000,8.000,0.050,24834.000,8.000,7.710,24229.000,8.000,-0.948,28391.000,9.000,0.062,15719.000,5.000,19.200,17620.000,6.000,15.821,18568.000,6.000
